ID,Is_Lead
YRHYUJFW,0.9142817226783174
G5RWWH7F,0.2741592317309746
SCBT9BAX,0.032616141492492694
UGZGLVNB,0.43858555598123783
2RRNUFBV,0.9197826033823953
B6O59TEY,0.6062593817931601
CYHRRYH6,0.08696914129225239
GGYZVHWU,0.1518645025115259
K6AM97RN,0.133086987809032
ATM5JQYM,0.11528348137404923
7GYZSGWA,0.09499832083532864
DFWUDQCR,0.3054069521075242
E2Z98CR3,0.9116299057850169
GD9KTSLY,0.10260060428336526
2AMRA4OD,0.18242562199861165
CFHZ3ZE6,0.6188213343643705
BOMLVM5K,0.10064641000219643
OBBEGBSY,0.6042341713079586
FJEHOK8W,0.07527806499705539
3GMAEVPJ,0.19677213448857717
WAVDLUTH,0.09881353425063273
6EN8GZX6,0.1990283051213061
VXGA3GKB,0.2746429527200992
U4MZ3U8C,0.6367297476092499
GU4RDP8S,0.9269336809748385
N3TPNHCD,0.1756880903803209
JRRHWQC8,0.7633604513479331
NZ5GBHZK,0.07618678563090756
LCUC2LAJ,0.9079956865091715
DJDSU9D2,0.9477606850025673
647K6DBR,0.11840393137999443
7NFXVESK,0.14788591914792748
EWUWF25N,0.10312122124552225
7QKYPLA8,0.09403906353890419
XQVXWBNO,0.09525621788822743
CNWH4MVA,0.10990776518916374
AFJUJFQD,0.1535643438443312
QKMFDX9H,0.2723418766349431
YYMB5QBY,0.13346196917981623
IRY3SEX7,0.4038983031864998
CUAUZJH8,0.3082108811495875
JYFUYQF5,0.4973441051357619
I4NYEDFE,0.6357398565700084
M3RSPRGQ,0.24886304124236985
JIL3KWQN,0.18596814830845604
X4B5ZBWU,0.26892743563536825
AHYTHHSE,0.10471730678731132
E7EHQEQK,0.5087269734392595
FAMHAVN3,0.9160528172985145
CCGKCTR6,0.10897304688521806
6DTSELRV,0.10398387171575703
LU8X3G6O,0.37871191666364185
NPFDAUJY,0.09848900374696014
DR9PXCFU,0.043031735479244444
SHVZMWBV,0.10875510455903821
8TGXGZHX,0.36696398922441026
IKRSHJFW,0.30757349229221154
TYKRZDCP,0.6555219010313692
9IDA3L7P,0.16943465012130143
ASOWCMDB,0.1111682501060313
KZ5J2JGC,0.9134784612327266
D5UCFKTV,0.09761530901258554
2N8FFP7W,0.08718125357859118
SA36MTFS,0.05465133984598355
8UDMURUH,0.20548384154351312
7VSQV6QN,0.21787215908100527
IFUG9NC5,0.09605663870195033
EQXDLQRG,0.3460038716350661
JAR8YY9J,0.15664992856189858
BS4TAF6M,0.10709459019454144
WQJ9SPT9,0.8677298603616386
7QHT4ON2,0.09767124389263651
FNGPQN7B,0.1837296939712947
DDOMDZRU,0.74068357144942
QYR9HXHP,0.3292117553624531
S4NGXFXY,0.032583647613898335
NOJ2KSCC,0.8908455774242343
ZD2JRUNB,0.6209989369002324
GZIPTSNN,0.09761519306311531
LCFYUVE9,0.9171627172280378
PPANVU9W,0.10111438417060943
DRPV9STB,0.14434552409577167
AFSPF3WZ,0.9848280868899038
GPXEUNND,0.9098878096646716
NSADMDSM,0.10182715389000285
CKWJU8RQ,0.689432719704055
F7MNZSSU,0.09701305711269793
BDGVMPZY,0.7127935257549006
IA3MSRTR,0.15234409230833945
JD3WTPMG,0.45990422006750603
QT6DF6EW,0.9145245410999913
NVDEMCZ2,0.09637651059051669
9B6UTJVT,0.11263604256713175
U6QYES9J,0.03939514018588833
DZQPDSPS,0.2867628735410664
CRGXVSBF,0.9232659665790022
XIHJYS2V,0.7312130441538709
7X2MC5GZ,0.9043802737543848
ZBDVXTM5,0.11262954583511937
UUBQPBR5,0.1284369155193406
CUMZFBTD,0.1774195041769466
E7QXYSQN,0.03561916813354724
6UQAJP48,0.17897855530354853
QHWB768Y,0.10811130649441913
R6RXMXOJ,0.31742157317333725
WXQGZG5K,0.07747760685447912
GCUFKLHG,0.10458580306995598
SJX4372M,0.09943236270043948
VGEAMUZZ,0.17705120237569696
ZWDXVKDF,0.9122039688985069
WGMRCYLR,0.0974835813621206
SI43K5CY,0.18855802169770539
DSNBS2RS,0.25808281872502226
XIMZCKSR,0.538867243294524
VEW9FXHT,0.03353623122593703
JZJHDDDJ,0.605767902515306
4TYUR5HA,0.634222287609238
UHCDFDRX,0.3681381801421845
E5QMOFUM,0.19861399795881454
PSNVWDZH,0.11110477323911297
5IQSWONG,0.10582003776637397
CEAZEPY4,0.9986294497728336
2TNRJXRX,0.041911179280084435
BFROCARA,0.09298862236233438
GRTJMRKM,0.03163923449605627
6EDAM4EU,0.1417222974451406
NRDB58KL,0.09171581508377451
TCPJCWZR,0.0662276490747218
KG8LD2BE,0.07344050784876993
FHZ3XFDV,0.21902988072825486
NZKCSDZ4,0.32584675016617626
6DG6KJG4,0.10148835811820844
BVPKDUNU,0.41660880414949475
APR4PQ6X,0.10289639884294592
HPWS8YFG,0.21173126458405492
VRPBGTPU,0.10055908783706631
XBCSX7G7,0.08284533429096695
KEH3G8UA,0.29136381082082236
WXNAVFLT,0.08773507227869728
8J8NJ7M6,0.20077516199830794
D4UW7Y85,0.10873621559022417
SZRESXN7,0.0925776132464209
UUQSXK5T,0.11739325486659782
GPMUKOVY,0.533569084030445
6FYOKAZ5,0.30664178569056566
ENUB4N9S,0.3083847869792928
KERBCSGE,0.9986339803394086
7HTA4C6J,0.9089170352899583
4BTVMT6W,0.10498427941422947
MR3J9USD,0.38892304392402643
7S83FNQW,0.6706981463204501
MSOKLC7S,0.03860287396059151
GFMNATHU,0.08345430250366138
NG4ABA6H,0.9789103144825992
3GFHRAQY,0.44214921502796145
BCSGZZPE,0.24798119739753416
PQ9MCGZC,0.13952626480266517
K7N596CG,0.08138808333043215
8RUL6JEE,0.11820060597907445
CVOFJRMP,0.09910837464097856
B4FQX4HG,0.110097647959474
W7HAQKDV,0.09779518407260426
8C5PKJ7G,0.09959239178708518
E4GQJZSQ,0.0765661759841316
UENREGNV,0.9119533293243769
CC4LYHEW,0.9000968790374742
GDKGLTBT,0.0903175861528657
G3ER8CGX,0.10565538129213288
ZG4KT59X,0.041477955632791164
LW93KJMZ,0.647343600001794
9AR5FBSQ,0.5842334551117917
FHLWDMRV,0.18736523952726347
EON5DCWD,0.9960877635692414
J8UXTMYV,0.37720037611155244
IXBW5HZH,0.08059961422079247
LDHQB458,0.08663511687243486
GNHTIKF3,0.09884017132758714
8NO22KTE,0.04240443402187923
SGJFSSJK,0.305435294713449
TD8D3NDD,0.10719604289820657
8RQ27JGU,0.9186233549160366
A8GKBMBO,0.8710621018614251
ODVMNUDE,0.6912216374115839
EA5CRL7L,0.09673208349258147
6UI7RPCH,0.4498020425918422
7BJYM94L,0.09467399694425829
X3PZJF7F,0.6045392014593624
YCSSMPV7,0.659441425743366
4EV9VXL8,0.5802057281014937
IPNJFQTY,0.27750719210017183
XPWNJRJC,0.06558253977594558
3WHNSBRB,0.30361329690692973
U245YKM8,0.08566880326027737
68EFFKBB,0.9276498424222732
NEUII7AB,0.99883594886774
F7CSLYWT,0.09901483556622508
5EOMOZHG,0.28359968759628307
6CYUTUFN,0.5217589874144167
K7YUC8LF,0.4222839966702353
LSMCXMXA,0.100457187313019
AALPBPBP,0.09973091524215098
ZPX6VOH2,0.13210580957389442
CDBFWQGM,0.1937803998430895
JUQ76NJV,0.85865295735497
QHE7UULR,0.09767637060950315
JRMNMZJA,0.10300729793806843
GZ4EZZFX,0.23988186640722167
9L9JFIAR,0.7126078907073783
GTOE4RN4,0.337465440581391
CUYE7ST4,0.4559967596328307
FFM6DHEA,0.922648795408713
5XUK7XLZ,0.6228873878350843
4HTGJEEZ,0.10120029496569509
RWYBAMRG,0.24617804515023636
RQZGBGGN,0.9119668520890791
ITVSUTU9,0.3552852589219259
6UMDX7NQ,0.6133671824121528
4IVKAFYY,0.6742781852576372
ZKYOSQEU,0.6947919177155328
9JYXIDL4,0.9809828133137029
XNURWQBT,0.10047573815505537
HVNIJFQC,0.09236032774099598
CGGVBJKZ,0.9973202096230434
JO9DV3NY,0.9036826105968634
EYENUQR9,0.5395443989624025
FPU4ZI8H,0.13447279627157904
2MALVTY4,0.14087536187969088
QN4REV7D,0.10492092167861175
27F5ZEQA,0.12712844711744645
MKJUE4K2,0.15720935631295144
4ECWF4DN,0.10402926081976156
KWBJAQMY,0.08036728514324334
3YAW8OEY,0.20380270658030133
ZHHFH7H9,0.9298086012235587
BO2822VM,0.18189158223056848
NQZUPVUA,0.07479555780980682
MUT2PZ7T,0.5357400614697123
2MFKPCPS,0.9142635904492378
4RLVOVMJ,0.7633691548960739
JISGN7XF,0.09724156533329907
NNOFHDAC,0.09795091464871342
ODE23CPW,0.04033740830415088
ZNTYNFME,0.37122310342565157
NQM48VKU,0.1823668573396276
DGVBCYY7,0.08686379940892813
9F38NUKC,0.2709601727543237
3Z7KCIZS,0.07629040337408402
ERAX3STD,0.10013186758843033
N9TCDYYG,0.08809644351513814
R4UMWUZK,0.14008304752906886
CPERTJBJ,0.18264265701385296
4XK5BMA9,0.07529599575612952
2PKDM5B2,0.09161516372461262
SW5GTHZN,0.5714611350374861
ATJAEQCJ,0.16464939030893538
NHNXBSFY,0.2725006522510414
NRGYTYZJ,0.08345385112818676
UZNABWAT,0.10184804942887205
CVP3VZN5,0.14793009171383847
JEAYZXKC,0.10329823526578145
87LFEVTZ,0.46173167538757526
N7ZEJ2CQ,0.10094625581804287
AQT3ADAP,0.09175815156839558
WC8ROKF8,0.10503022143211545
D9HWEXEV,0.16081570243813553
MMHWGZCN,0.09654719021668193
YKCAQFHU,0.4613630101449816
NDPFBA9X,0.5540345530260492
3T6C7AEA,0.35574544089824534
GZWB38J9,0.08275461336157043
OFTXYNYQ,0.10446058181133958
QYZQIXBJ,0.6323351469817335
N7PJT5HO,0.12540876386240704
JP2PNX9X,0.3577692450812132
N3FUZDIH,0.10050482380102041
UXKAVBLS,0.036810115431057486
G24JWDKS,0.08186163635206571
HQOKKQVX,0.3460571572744506
HTXFVZZG,0.09998259658309896
3TJKVA4J,0.08284291847821076
CRGS7FPX,0.06534908805679285
BTRJTMR3,0.1788687582281409
ERLPQML7,0.04130470383903105
9FDFXYAW,0.6507094647318232
MEEKFDZZ,0.09507806922799869
ZGY8ETLW,0.3629986511319471
AXVUJHT9,0.08462074039180431
35ILRW7D,0.6407024670827125
DR2U5JQX,0.14825029440749887
WHZ7CEY6,0.4432670748937322
UCPMS2KF,0.10746680937134942
HB6MJHDN,0.4282234665314785
7NWFPJ2X,0.21804925325194469
4QXD6K4K,0.2962720964500226
D6H3RTAZ,0.22090146975639025
L67WSXUY,0.13626516387224913
IXHVY78L,0.1114744941951957
H6KE88O6,0.5182643857796896
EAPKN7G8,0.9986675952442141
GQXJSFJE,0.2667843988537219
BVHSRABV,0.09470820682702574
DUY76GFX,0.2872255287560329
O7H9KPSD,0.5456059970022468
6EDBA5AN,0.1556971396547379
V24CAXFM,0.12738966755948755
SERPSAWP,0.03589587113331143
H47QYY5K,0.123551979318493
5TYQNFPE,0.5561148017575241
HGDB7KMR,0.6700800068340411
DWH8Q2S3,0.3232978470750002
USNBQZAK,0.10141531213053012
I89VR4AB,0.13219978170390373
ATZVVXWJ,0.6618306130800465
HOKP6ZTS,0.13835128041656344
ZDKT2SSW,0.09619400900446673
DK5HJYQE,0.06069569835628671
ABKW7FGW,0.13919487543037484
BCSW3W7T,0.09266509981817303
6T4VNEWD,0.7163987389002231
XBALBNYB,0.4763551407039441
NWMJR3W5,0.10292681146134783
Q5BJ4ULE,0.10382991202210641
DOFSPEWD,0.9115164889293619
ANX8FUBJ,0.09873782207521385
KPR67SVO,0.04292496882839632
44EV7IJE,0.09529207701782119
VZEK4IOK,0.659074955172322
CZMKWRQN,0.10188940364816386
VGQUQLXT,0.30597807946974626
MS6GASNJ,0.05562488557154562
4ENG9TKV,0.8794408730418993
UHRRWLGR,0.1020742968225927
APFSHZYP,0.10228579799409918
M7MURWXC,0.6275217356095274
3EOATQBT,0.09878636538519601
MDZG7EZX,0.09529958994026162
QZ6LSSTB,0.12144013143683911
Y7EEZYYS,0.948385851686656
RYKLU6HL,0.09702892708243246
CWQ8OAQ8,0.09033516687850093
WSFUNE28,0.9178667056989598
9PFQKPRB,0.10522545931507118
MCLXWKBC,0.08411065361001599
NWDXDZEN,0.4713262539233116
EBLDBRDR,0.26270171932820297
CJRW5JYT,0.4185685174513205
CMMKRNUZ,0.3213436053859306
EATPTPY3,0.09335332860036752
J5AGUF6Q,0.14854462883849676
8WYO2BBG,0.5178683379606864
9EPXIMZB,0.09181394406301611
UZERUG9W,0.16959910207491452
QEQ79QUC,0.14266284777045343
ZNHVE7QZ,0.21781901846725743
PU3J43GY,0.9083501979477024
HWDBXAUK,0.09371267546049511
W74BHIAD,0.12519605636193507
MGLDAPOA,0.10396838814001264
BYFCPDX5,0.18338700744188263
S2QDUDEJ,0.9838438571875543
HBYRWBWL,0.03799994475423027
8CIAWHWZ,0.9093808114058174
ZFYFFXT5,0.20434776026014273
UGIADHRB,0.2233911491933517
JDDGRBSU,0.4126941759754386
NBS2LTYW,0.4687186449627322
DBKM3FRW,0.1862252217965857
GLBHRXKB,0.08122168703030305
9WDPTNCN,0.04002616930135895
NVVVFQ9U,0.9119258898437523
6AT635HW,0.20376010491079008
HPHDI6NN,0.09156064834057352
CPNAGJ95,0.09821278948057138
FY6AFNCK,0.9873751454862039
KWQAVZOE,0.9371102655792777
HGBDE3LM,0.6135057315490476
SYKEB6EV,0.10593813083816243
9BROJWWS,0.6085593152348748
CG8DGVAV,0.36511747671888484
H7MT8CNK,0.12406444448451351
GJVVWNKN,0.9076428727933731
FXWTMJDG,0.181711738416024
OSNGFACM,0.12341618421825802
PBFT55CF,0.9676025143291277
4P8GFHSL,0.06879152008386187
9ZZ4F4XF,0.6145602169462949
CN4YERMU,0.8975644897206692
8TUDLTWK,0.3013750937276631
USFZPY7Z,0.0416711522151201
VBJXREA8,0.07561032398920783
9LBNXHQ2,0.34277648668735194
PY6HCDWF,0.09451307543613399
9VJMJR6X,0.127437631728693
4GAEJIQO,0.08974378474499294
F34SD6YQ,0.13275088662389917
HZ3BZVH6,0.28790163184439604
9WVBAWEY,0.32319579447648084
BPNYRSEH,0.08702682147671288
7OGHEHO3,0.3161312770652584
LRJZMHFT,0.10065179471769703
PCHQW72T,0.6272722860771145
BFJQGRFT,0.575273699211792
UVJ6UYBF,0.18326831652504477
LRVO7MCH,0.37651869575852975
EAOF4EYO,0.8853323021004499
5HPCBEQQ,0.9452778449724384
8FJBKABE,0.09695693625901612
27J5UDAU,0.08981331793850497
4MAT9RSM,0.9368197799125644
SBDGZSY9,0.9185848363123906
HPYN9M2Z,0.10400712104274264
G7D2BESM,0.8749131629481266
TWN7YQPN,0.10211043571166012
BJRGMNFZ,0.22534129741995734
9HFPJV3S,0.12880979042850416
6WKJAUAG,0.09829478707443957
BZUANVCU,0.3198324553756787
NYWLDSFZ,0.9334530160820599
LTW8JGAZ,0.10840241936949599
IMDQJUTW,0.09732998002104863
AVHZRCH8,0.3880146159611274
LTSDWAVT,0.09578962046319739
9WVKLADB,0.6445412870736597
GXDSQJS2,0.07195239129927358
4IHXKUNA,0.5544268717105412
BTYDUQPC,0.10356760623148517
BKCNFM72,0.20827987722959423
UMVSSZ9N,0.11451832617304802
N2STVKOI,0.10886811251795721
ZZJQB3EY,0.6652317058361814
FZJK9GH7,0.14198405258380226
NTIWWNVB,0.08060801617763144
NBCRWUBE,0.2927592889731036
UBPYOBYG,0.15336299874637274
K8RKMGVW,0.7059332351016897
HFTH3NC2,0.07350392172983751
759LCPDE,0.33566170418055485
DYKME2AY,0.9035817450780762
VZHURNZD,0.03821192788177095
EAJJBYHU,0.4925546797203282
T97TKZNT,0.6519007980302598
IXOEQ2YD,0.8908474815917842
BWKXTBCF,0.1103725309409878
DNKPRVB3,0.4114901593076007
JQCF2PXG,0.09792581951695971
GIABLCP4,0.0960977909925371
FDIC7S35,0.7297205690553994
5RTNFJEV,0.04304666457526611
OBZ4CU77,0.12424191600796397
XMVX6WEB,0.2526851450003226
MHARJGPA,0.10022627048994137
2QI5GPDU,0.6720445409563862
AE2NBAJ3,0.036101236489434675
MDLANJZG,0.04163902347479821
7TAP99MA,0.31422079484338816
A6AMKR2Z,0.3811157984197805
DX69CFXV,0.1200886393293179
HKCKEKV4,0.4383953119543009
CBNWXPJJ,0.4710661376502596
Z3SJXFCA,0.18475585016325785
RHTCABWR,0.943551637418722
ILGMVREG,0.3473636652286943
BZK32SSP,0.09827059303966619
25RR4UGE,0.10479159868203285
9ZQFVNWY,0.16823790047843276
FFSTFCAA,0.1599024431049137
MBEDAX9Z,0.14655057095454443
IYERPTUY,0.20036900278449613
SBNMNBJE,0.039668104035780104
CPWDDHBP,0.5760268804395984
EN5EXSVB,0.0791428541362492
EFT7687S,0.13271012872963225
DUPIVFIW,0.10208111266768831
HTVBHNFH,0.10134087309784878
GFTV6AXH,0.10864448612508823
NTNK2ZYN,0.12249516975626092
NZ2MDLPM,0.2786014232070902
UU4ECFQ5,0.9291447161782658
FFWGNGVJ,0.09634441681435803
JDQIBLRI,0.10436965709628683
ZAWUVVWA,0.10340844967759492
FC24V4XD,0.3046837477336284
EKTZZYA2,0.13727093037650395
RVRMHDD8,0.07634081180276568
3RASGR5Y,0.36465039040453046
QRBESHHG,0.10570345333698702
MXYLFHSV,0.12288336910817019
TY85POPR,0.1813023931923295
BHXO9INE,0.0951106696662939
S2RKLYZH,0.6399216378314971
98GUQS9R,0.6207004376852862
6VD8FK4Y,0.1019071989230234
FMUHBZHQ,0.11180187776049774
IHQY3US8,0.8998237719830776
VDSNW6DR,0.12601145340015815
JF8E8TCY,0.2734059565872812
EKVBDN5B,0.27334821394855485
LJOYHFHT,0.11806916790080371
8WBDXKKG,0.6186870117400901
LNAASJ6O,0.100685086738148
HGTW39J8,0.1258982475509578
AMYH3YSJ,0.2100934041055067
QZRPEWE6,0.10975648413735906
9RBSJHBJ,0.43305578902820907
EFZ3ADG9,0.10377778512668674
CMQX6K9J,0.32332131953608095
DBVXEJCR,0.1012338172550283
PLYKWBFR,0.10236676342010073
7QNURUDE,0.11110976406285318
M8TD2YPV,0.42492261538648535
JVJZVKUJ,0.9132956849998604
XVUVCSM8,0.647825053341069
C9CMNJEH,0.31791253796451996
IQLV6HTY,0.173559729909699
ELG7YZUM,0.09105826291064419
PU9KWVOH,0.6788555124485841
HAYJGRRV,0.10331481865010064
KBKUHSLA,0.17194633849570803
USL6KBDY,0.08405727357044816
ZGLCSKTI,0.13144875695316421
9JQWNRGA,0.2148297273084852
EBVUVT88,0.0999320132962356
9ZU5GNSK,0.3187302435106735
EC7NIRSV,0.11200756364460589
JJ23TDTX,0.11115707533829908
IZWY5RYD,0.1793493123476244
TSYCNH93,0.09434320871333177
QSY6Q77W,0.37093762644698186
TOBSGQ3J,0.3957118882717158
FKGE6YRE,0.6057973674110606
MGAYPPJE,0.1008035587176841
IJRFUH6V,0.2694030464789645
KX9Y3LCV,0.09617582458628138
2ZDDJYHE,0.9122112067590094
NBMLMYQE,0.10131253328845351
E8XWCECR,0.3851770894466997
5FP4HKBU,0.2264019074437426
FUKFFD3F,0.39811710858238397
8BDSMQUY,0.07692739868795533
39T7KUFC,0.11051249377539733
HZSPWI2U,0.6431477590867051
LEJJKOWC,0.08939639043627814
DR5F2HVS,0.8994855398925742
BJA5TRWJ,0.49002083488325343
NCVH9WFE,0.1469682023555132
ME3XYUC5,0.8913561100731856
VLCHSDHG,0.09752843992209577
59CV3HQQ,0.2790945005205499
JTAEBBQM,0.08460574868785353
OBHDYLE2,0.36531530396938644
EUEGA65T,0.09296498628483367
MO9XWHWE,0.22404130610078482
K3JSVGHE,0.10963374897866371
JFHAQZQM,0.12848933895163656
22IQJE4I,0.9124109607862403
F57YH86H,0.11032896781117066
BPNYWIPI,0.105429574636739
FJB78783,0.17512038037072905
DIVE6ZUL,0.12233282503552197
YACVPC9M,0.4366391496301337
A3FM9UVE,0.09593298559018931
9NE6ZC2Q,0.1810242163379821
4NHTDBJN,0.15641328317776224
3FH863BT,0.03848455988630379
3UBBVIGN,0.5052533677555568
NNP9TLV2,0.5650361876902492
SA7VUUTE,0.08236307525222955
ROG7ONJG,0.6415020960284055
ICEBXJHF,0.18134957925533135
HFTYHFAZ,0.12276385303982099
EC5IQBEK,0.10085321729986582
VQPXGNJV,0.08046344474128575
BNE8WOYV,0.8987125363592721
MKEXSYJN,0.086167691945084
B2MY2KQE,0.21747637242737777
GZVND3WE,0.5590446359860974
JZ8ASRBZ,0.9693182441658219
UMQWVVHH,0.9088320673156363
MDGISGP7,0.082567018109919
JMVHKVGP,0.07212254481542371
G5GPWASE,0.6735736809557702
A9H3PMBD,0.09497976558887489
DKEMLQCU,0.9098915965840806
VVPNRFRF,0.9572171302868796
AVIBMJNL,0.33447591788227893
3FNEIWTQ,0.09581591914925773
WMQIVFIH,0.18784148084961735
GUSEEXX5,0.4661853834955602
HZBZ7QMH,0.10130621927887389
KMTZWEXS,0.04356590276955405
62AXBXBL,0.17461584582501538
FW6GESXM,0.06376415044368476
A67RATVB,0.0961338263074415
HUWJHKEG,0.10290106912339869
KCHF33KH,0.1668461204399037
CJUKTB4B,0.15366836359437872
FA8NWHGK,0.15164833378914291
6UZE4NSH,0.9094804356316173
4UUZBMXW,0.3377038619544949
QMRXRYDB,0.07111512091633147
M3A5BVAC,0.862647232968136
II63YKTB,0.11680886411177323
4OYB27TY,0.3582500018727909
IEN9X6H8,0.17437527759136118
U9VVATUM,0.36132728089976796
SFOYCMRR,0.711236865883776
O7WYJHA5,0.45908774779563444
STEKRYHT,0.03673531867664817
QSX9J6OF,0.4526362498807144
EVT46GYN,0.07813201072802399
IQHUPR8Z,0.118113225815862
98WUTF8M,0.03767410910302214
5JUSHPUM,0.09555478134584046
9FMK8FZU,0.0927379805642139
WPWW4JUN,0.7348897709527509
8QUXAAHS,0.207817971567564
EU8RGIP7,0.11698128143850513
BFT7ZJQO,0.09160755445022815
4EQAO8W3,0.9445717038555064
F3RWQSVQ,0.39189336567275673
FUA3S84W,0.10816776018263843
G9WITTNH,0.10221801686965015
TE4CM6N8,0.9905469625774932
L93TY7Q6,0.04401310592969811
MK46HOFS,0.40634383157564846
NSUSAJ7C,0.06234274531833961
ZQXJP6PH,0.21603269819385346
YX6PNVKN,0.09992054019259787
7V7IJDSU,0.3868035285375913
BSDHE7F2,0.4782840742889215
DV5EXZEZ,0.8579916967597109
VDKS85PW,0.5296329287532535
4W48SFHV,0.5976544399801818
ANGVCUXZ,0.10309284310531
IOST7D8C,0.7290186908325456
HAQAECZX,0.0695456102563076
GAB49KQU,0.8886903068413453
GEBCXWCU,0.147248677070103
JPT2DAGQ,0.6696603575811771
RXYEGKFP,0.7516250266991752
4R6HCRNW,0.09481686558696312
MWRTSE9B,0.11255516260515766
JAC7FJCA,0.6057755252039795
5DCT43QX,0.04191482013818595
GFZMAKDD,0.1046008357918323
8WVWSZNF,0.09577459904228933
